Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Areas,# of Reports
"Columbia, MO Metropolitan Statistical Area","1,854"
"Jefferson City, MO Metropolitan Statistical Area","1,013"
"Joplin, MO Metropolitan Statistical Area","1,336"
"Kansas City, MO-KS Metropolitan Statistical Area","20,384"
"Springfield, MO Metropolitan Statistical Area","4,169"
"St. Joseph, MO-KS Metropolitan Statistical Area",817
"St. Louis, MO-IL Metropolitan Statistical Area","33,572"
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2021 U.S. Census figures. Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2023, Federal Trade Commission",
