Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Areas,# of Reports
"Bloomington, IN Metropolitan Statistical Area","1,231"
"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area","118,239"
"Cincinnati, OH-KY-IN Metropolitan Statistical Area","20,562"
"Elkhart-Goshen, IN Metropolitan Statistical Area","1,121"
"Evansville, IN-KY Metropolitan Statistical Area","2,254"
"Fort Wayne, IN Metropolitan Statistical Area","3,334"
"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area","22,079"
"Lafayette-West Lafayette, IN Metropolitan Statistical Area","1,391"
"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area","11,980"
"Michigan City-La Porte, IN Metropolitan Statistical Area",796
"Muncie, IN Metropolitan Statistical Area",700
"South Bend-Mishawaka, IN-MI Metropolitan Statistical Area","2,481"
"Terre Haute, IN Metropolitan Statistical Area","1,166"
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2021 U.S. Census figures. Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2023, Federal Trade Commission",
