Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Areas,# of Reports
"Kansas City, MO-KS Metropolitan Statistical Area","20,384"
"Lawrence, KS Metropolitan Statistical Area","1,015"
"Manhattan, KS Metropolitan Statistical Area","1,102"
"St. Joseph, MO-KS Metropolitan Statistical Area",817
"Topeka, KS Metropolitan Statistical Area","1,935"
"Wichita, KS Metropolitan Statistical Area","5,288"
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2021 U.S. Census figures. Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2023, Federal Trade Commission",
