Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Areas,# of Reports
"Boise City, ID Metropolitan Statistical Area","6,835"
"Coeur d'Alene, ID Metropolitan Statistical Area","1,591"
"Idaho Falls, ID Metropolitan Statistical Area",990
"Logan, UT-ID Metropolitan Statistical Area",835
"Twin Falls, ID Metropolitan Statistical Area",704
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2021 U.S. Census figures. Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2023, Federal Trade Commission",
