Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Areas,# of Reports
"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area","45,876"
"Concord, NH Micropolitan Statistical Area","1,352"
"Lebanon, NH-VT Micropolitan Statistical Area","1,901"
"Manchester-Nashua, NH Metropolitan Statistical Area","3,948"
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2021 U.S. Census figures. Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2023, Federal Trade Commission",
