Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Areas,# of Reports
"Hilo, HI Micropolitan Statistical Area","1,765"
"Kahului-Wailuku-Lahaina, HI Metropolitan Statistical Area","1,256"
"Urban Honolulu, HI Metropolitan Statistical Area","8,272"
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2021 U.S. Census figures. Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2023, Federal Trade Commission",
