Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Areas,# of Reports
"Albany-Lebanon, OR Metropolitan Statistical Area","1,088"
"Bend, OR Metropolitan Statistical Area","1,996"
"Eugene-Springfield, OR Metropolitan Statistical Area","3,653"
"Medford, OR Metropolitan Statistical Area","2,116"
"Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area","26,931"
"Roseburg, OR Micropolitan Statistical Area",971
"Salem, OR Metropolitan Statistical Area","3,429"
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2021 U.S. Census figures. Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2023, Federal Trade Commission",
