Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Areas,# of Reports
"Abilene, TX Metropolitan Statistical Area","1,258"
"Amarillo, TX Metropolitan Statistical Area","1,889"
"Austin-Round Rock-Georgetown, TX Metropolitan Statistical Area","27,592"
"Beaumont-Port Arthur, TX Metropolitan Statistical Area","3,722"
"Brownsville-Harlingen, TX Metropolitan Statistical Area","1,852"
"College Station-Bryan, TX Metropolitan Statistical Area","2,079"
"Corpus Christi, TX Metropolitan Statistical Area","2,759"
"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area","110,069"
"El Paso, TX Metropolitan Statistical Area","8,693"
"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area","91,270"
"Killeen-Temple, TX Metropolitan Statistical Area","6,010"
"Laredo, TX Metropolitan Statistical Area",994
"Longview, TX Metropolitan Statistical Area","2,429"
"Lubbock, TX Metropolitan Statistical Area","2,336"
"McAllen-Edinburg-Mission, TX Metropolitan Statistical Area","3,592"
"Midland, TX Metropolitan Statistical Area","1,558"
"Odessa, TX Metropolitan Statistical Area","1,235"
"San Angelo, TX Metropolitan Statistical Area",809
"San Antonio-New Braunfels, TX Metropolitan Statistical Area","27,625"
"Sherman-Denison, TX Metropolitan Statistical Area","1,168"
"Texarkana, TX-AR Metropolitan Statistical Area","1,166"
"Tyler, TX Metropolitan Statistical Area","2,142"
"Waco, TX Metropolitan Statistical Area","2,232"
"Wichita Falls, TX Metropolitan Statistical Area","1,225"
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2021 U.S. Census figures. Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2023, Federal Trade Commission",
