Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Areas,# of Reports
"Albuquerque, NM Metropolitan Statistical Area","9,224"
"Farmington, NM Metropolitan Statistical Area",640
"Las Cruces, NM Metropolitan Statistical Area","2,005"
"Santa Fe, NM Metropolitan Statistical Area","1,664"
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2021 U.S. Census figures. Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2023, Federal Trade Commission",
