Metropolitan Areas: Fraud and Other Reports,
,
Metropolitan Area,Reports per 100K Population
"Dover, DE Metropolitan Statistical Area",695.5
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",581
"Salisbury, MD-DE Metropolitan Statistical Area",513
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2016 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2018, Federal Trade Commission",
