Metropolitan Areas: Fraud and Other Reports,
,
Metropolitan Area,Reports per 100K Population
"Baltimore-Columbia-Towson, MD Metropolitan Statistical Area",1454
"California-Lexington Park, MD Metropolitan Statistical Area",980
"Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area",956
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",1690
"Salisbury, MD-DE Metropolitan Statistical Area",1119
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",1328
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2019 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2021, Federal Trade Commission",
