Metropolitan Areas: Fraud and Other Reports,
,
Metropolitan Area,Reports per 100K Population
"Albany-Lebanon, OR Metropolitan Statistical Area",865
"Bend, OR Metropolitan Statistical Area",950
"Eugene-Springfield, OR Metropolitan Statistical Area",968
"Medford, OR Metropolitan Statistical Area",955
"Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area",1022
"Roseburg, OR Micropolitan Statistical Area",879
"Salem, OR Metropolitan Statistical Area",786
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2019 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2021, Federal Trade Commission",
