Metropolitan Areas: Fraud and Other Reports,
,
Metropolitan Area,Reports per 100K Population
"Beckley, WV Metropolitan Statistical Area",813
"Bluefield, WV-VA Micropolitan Statistical Area",719
"Charleston, WV Metropolitan Statistical Area",878
"Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area",956
"Huntington-Ashland, WV-KY-OH Metropolitan Statistical Area",701
"Morgantown, WV Metropolitan Statistical Area",705
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",1328
"Weirton-Steubenville, WV-OH Metropolitan Statistical Area",744
"Wheeling, WV-OH Metropolitan Statistical Area",687
"Winchester, VA-WV Metropolitan Statistical Area",793
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2019 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",
,
"Source: Consumer Sentinel Network Data Book 2021, Federal Trade Commission",
