Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Areas,# of Reports
"Logan, UT-ID Metropolitan Statistical Area",175
"Ogden-Clearfield, UT Metropolitan Statistical Area","1,040"
"Provo-Orem, UT Metropolitan Statistical Area","1,052"
"Salt Lake City, UT Metropolitan Statistical Area","2,328"
"St. George, UT Metropolitan Statistical Area",342
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2021 U.S. Census figures.",
,
"Source: Consumer Sentinel Network Data Book 2023, Federal Trade Commission",
