Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Areas,# of Reports
"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area","2,677"
"Atlantic City-Hammonton, NJ Metropolitan Statistical Area",602
"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area","60,047"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area","29,038"
"Trenton-Princeton, NJ Metropolitan Statistical Area","1,024"
"Vineland-Bridgeton, NJ Metropolitan Statistical Area",299
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2021 U.S. Census figures.",
,
"Source: Consumer Sentinel Network Data Book 2023, Federal Trade Commission",
