Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Areas,# of Reports
"Fort Smith, AR-OK Metropolitan Statistical Area",222
"Lawton, OK Metropolitan Statistical Area",186
"Oklahoma City, OK Metropolitan Statistical Area","2,653"
"Tulsa, OK Metropolitan Statistical Area","1,799"
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2021 U.S. Census figures.",
,
"Source: Consumer Sentinel Network Data Book 2023, Federal Trade Commission",
