Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Areas,# of Reports
"Gulfport-Biloxi, MS Metropolitan Statistical Area",793
"Hattiesburg, MS Metropolitan Statistical Area",287
"Jackson, MS Metropolitan Statistical Area","1,424"
"Memphis, TN-MS-AR Metropolitan Statistical Area","4,912"
"Tupelo, MS Micropolitan Statistical Area",270
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2021 U.S. Census figures.",
,
"Source: Consumer Sentinel Network Data Book 2023, Federal Trade Commission",
