Metropolitan Area,Reports per 100K Population
"Gulfport-Biloxi-Pascagoula, MS Metropolitan Statistical Area",546
"Hattiesburg, MS Metropolitan Statistical Area",486
"Jackson, MS Metropolitan Statistical Area",511
"Memphis, TN-MS-AR Metropolitan Statistical Area",660
"Meridian, MS Micropolitan Statistical Area",387
"Tupelo, MS Micropolitan Statistical Area",444
,
"This chart identifies Metropolitan Areas (Metropolitan and Micropolitan Statistical Areas) with a population of 100,000 or more.  Metropolitan areas are defined by Office of Management and Budget Bulletin No. 15-01, ""Revised Delineations of Metropolitan Statistical Areas, Micropolitan Statistical Areas, and Combined Statistical Areas, and Guidance on Uses of the Delineations of These Areas"" (July 15, 2015).  This chart excludes reports provided by the Mississippi Attorney General.",
