Metropolitan Area,Reports per 100K Population
"Barnstable Town, MA Metropolitan Statistical Area",448
"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area",427
"Pittsfield, MA Metropolitan Statistical Area",419
"Providence-Warwick, RI-MA Metropolitan Statistical Area",429
"Springfield, MA Metropolitan Statistical Area",404
"Worcester, MA-CT Metropolitan Statistical Area",429
,
"This chart identifies Metropolitan Areas (Metropolitan and Micropolitan Statistical Areas) with a population of 100,000 or more.  Metropolitan areas are defined by Office of Management and Budget Bulletin No. 15-01, ""Revised Delineations of Metropolitan Statistical Areas, Micropolitan Statistical Areas, and Combined Statistical Areas, and Guidance on Uses of the Delineations of These Areas"" (July 15, 2015).  This chart excludes reports provided by the Massachusetts Attorney General.",
