Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Fort Collins, CO Metropolitan Statistical Area",167
"Colorado Springs, CO Metropolitan Statistical Area",211
"Pueblo, CO Metropolitan Statistical Area",154
"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area",210
"Greeley, CO Metropolitan Statistical Area",153
"Boulder, CO Metropolitan Statistical Area",184
"Grand Junction, CO Metropolitan Statistical Area",126
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2020 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.",
,
"Source: Consumer Sentinel Network Data Book 2022, Federal Trade Commission",
