Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Yuma, AZ Metropolitan Statistical Area",107
"Tucson, AZ Metropolitan Statistical Area",182
"Flagstaff, AZ Metropolitan Statistical Area",119
"Phoenix-Mesa-Chandler, AZ Metropolitan Statistical Area",319
"Show Low, AZ Micropolitan Statistical Area",128
"Sierra Vista-Douglas, AZ Metropolitan Statistical Area",141
"Lake Havasu City-Kingman, AZ Metropolitan Statistical Area",149
"Prescott Valley-Prescott, AZ Metropolitan Statistical Area",152
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2020 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.",
,
"Source: Consumer Sentinel Network Data Book 2022, Federal Trade Commission",
