Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Olympia-Lacey-Tumwater, WA Metropolitan Statistical Area",163
"Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area",169
"Wenatchee, WA Metropolitan Statistical Area",100
"Kennewick-Richland, WA Metropolitan Statistical Area",120
"Bremerton-Silverdale-Port Orchard, WA Metropolitan Statistical Area",157
"Mount Vernon-Anacortes, WA Metropolitan Statistical Area",131
"Yakima, WA Metropolitan Statistical Area",95
"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",177
"Spokane-Spokane Valley, WA Metropolitan Statistical Area",164
"Longview, WA Metropolitan Statistical Area",126
"Bellingham, WA Metropolitan Statistical Area",210
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2020 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.",
,
"Source: Consumer Sentinel Network Data Book 2022, Federal Trade Commission",
