Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",255
"Memphis, TN-MS-AR Metropolitan Statistical Area",513
"Texarkana, TX-AR Metropolitan Statistical Area",197
"Fayetteville-Springdale-Rogers, AR Metropolitan Statistical Area",190
"Jonesboro, AR Metropolitan Statistical Area",146
"Fort Smith, AR-OK Metropolitan Statistical Area",117
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2020 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.",
,
"Source: Consumer Sentinel Network Data Book 2022, Federal Trade Commission",
