Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Idaho Falls, ID Metropolitan Statistical Area",159
"Boise City, ID Metropolitan Statistical Area",158
"Coeur d'Alene, ID Metropolitan Statistical Area",124
"Twin Falls, ID Metropolitan Statistical Area",95
"Logan, UT-ID Metropolitan Statistical Area",114
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2020 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.",
,
"Source: Consumer Sentinel Network Data Book 2022, Federal Trade Commission",
