Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area",169
"Roseburg, OR Micropolitan Statistical Area",121
"Eugene-Springfield, OR Metropolitan Statistical Area",149
"Albany-Lebanon, OR Metropolitan Statistical Area",138
"Bend, OR Metropolitan Statistical Area",155
"Salem, OR Metropolitan Statistical Area",128
"Medford, OR Metropolitan Statistical Area",122
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2020 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.",
,
"Source: Consumer Sentinel Network Data Book 2022, Federal Trade Commission",
