Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area",391
"Carbondale-Marion, IL Metropolitan Statistical Area",183
"Decatur, IL Metropolitan Statistical Area",203
"Champaign-Urbana, IL Metropolitan Statistical Area",247
"Rockford, IL Metropolitan Statistical Area",263
"Bloomington, IL Metropolitan Statistical Area",178
"Ottawa, IL Micropolitan Statistical Area",127
"Kankakee, IL Metropolitan Statistical Area",324
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",135
"Peoria, IL Metropolitan Statistical Area",161
"St. Louis, MO-IL Metropolitan Statistical Area",292
"Springfield, IL Metropolitan Statistical Area",195
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2020 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.",
,
"Source: Consumer Sentinel Network Data Book 2022, Federal Trade Commission",
