Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"LaGrange, GA-AL Micropolitan Statistical Area",522
"Savannah, GA Metropolitan Statistical Area",617
"Albany, GA Metropolitan Statistical Area",454
"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",330
"Atlanta-Sandy Springs-Alpharetta, GA Metropolitan Statistical Area",777
"Athens-Clarke County, GA Metropolitan Statistical Area",255
"Brunswick, GA Metropolitan Statistical Area",286
"Gainesville, GA Metropolitan Statistical Area",199
"Valdosta, GA Metropolitan Statistical Area",295
"Dalton, GA Metropolitan Statistical Area",120
"Columbus, GA-AL Metropolitan Statistical Area",537
"Macon-Bibb County, GA Metropolitan Statistical Area",406
"Chattanooga, TN-GA Metropolitan Statistical Area",178
"Warner Robins, GA Metropolitan Statistical Area",436
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2020 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.",
,
"Source: Consumer Sentinel Network Data Book 2022, Federal Trade Commission",
