Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Springfield, MO Metropolitan Statistical Area",130
"St. Joseph, MO-KS Metropolitan Statistical Area",129
"Columbia, MO Metropolitan Statistical Area",241
"Kansas City, MO-KS Metropolitan Statistical Area",228
"Jefferson City, MO Metropolitan Statistical Area",137
"St. Louis, MO-IL Metropolitan Statistical Area",292
"Joplin, MO Metropolitan Statistical Area",100
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2020 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.",
,
"Source: Consumer Sentinel Network Data Book 2022, Federal Trade Commission",
