Metropolitan Areas: Identity Theft Reports,
,
Metropolitan Area,Reports per 100K Population
"Kalamazoo-Portage, MI Metropolitan Statistical Area",187
"Lansing-East Lansing, MI Metropolitan Statistical Area",167
"South Bend-Mishawaka, IN-MI Metropolitan Statistical Area",155
"Saginaw, MI Metropolitan Statistical Area",154
"Niles, MI Metropolitan Statistical Area",133
"Flint, MI Metropolitan Statistical Area",245
"Holland, MI Micropolitan Statistical Area",96
"Battle Creek, MI Metropolitan Statistical Area",138
"Traverse City, MI Micropolitan Statistical Area",96
"Ann Arbor, MI Metropolitan Statistical Area",248
"Bay City, MI Metropolitan Statistical Area",112
"Grand Rapids-Kentwood, MI Metropolitan Statistical Area",160
"Jackson, MI Metropolitan Statistical Area",130
"Muskegon, MI Metropolitan Statistical Area",123
"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area",312
"Monroe, MI Metropolitan Statistical Area",140
,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2020 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.",
,
"Source: Consumer Sentinel Network Data Book 2022, Federal Trade Commission",
